;Aluminium;Graphite;Acier;Fer;Cuivre;Cobalt;Nickel;Manganese;Plastiques;Lithium;Autres
Batterie;0.16;0.14;0.13;0.09;0.08;0.06;0.06;0.05;0.03;0.02;0.18
